Cuisine 1,Cuisine 2,Item_count,item
italian,french,10,frankfurter other vegetables yogurt rolls/buns pastry margarine sugar waffles chocolate chocolate marshmallow
mexican,russian,5,sausage other vegetables whipped/sour cream processed cheese brown bread
vietnamese,british,8,pork root vegetables other vegetables whole milk cream cheese coffee bottled water bottled beer
italian,indian,10,sausage root vegetables onions other vegetables whole milk butter milk sliced cheese curd cheese frozen vegetables rolls/buns
french,british,3,citrus fruit whipped/sour cream pastry
russian,british,6,whole milk butter yogurt whipped/sour cream domestic eggs coffee
southern_us,indian,11,tropical fruit pip fruit root vegetables other vegetables whole milk dessert yogurt UHT-milk baking powder canned vegetables waffles
mexican,british,3,other vegetables bottled beer canned beer
southern_us,italian,1,rolls/buns
southern_us,french,7,other vegetables curd whipped/sour cream UHT-milk sugar bottled beer napkins
italian,mexican,3,sausage canned beer salty snack
chinese,indian,8,root vegetables other vegetables frozen vegetables frozen fish rolls/buns dog food popcorn newspapers
french,southern_us,1,pastry
italian,indian,1,bottled water
italian,mexican,15,other vegetables whole milk dessert sliced cheese hard cheese cream cheese pastry margarine sugar ready soups bottled water soda salty snack newspapers shopping bags
greek,mexican,5,tropical fruit pip fruit yogurt canned vegetables misc. beverages
french,mexican,15,frankfurter yogurt frozen fish ice cream frozen potato products pastry margarine canned fish soda bottled beer salty snack nut snack long life bakery product specialty bar candy
french,irish,3,pastry oil margarine
british,irish,2,citrus fruit domestic eggs
vietnamese,mexican,13,meat chicken pork pip fruit other vegetables whole milk butter milk frozen vegetables rolls/buns rice sugar coffee photo/film
southern_us,french,7,ice cream sugar coffee bottled water soda fruit/vegetable juice shopping bags
indian,none,5,whole milk dessert yogurt margarine newspapers
italian,french,2,soda specialty chocolate
mexican,french,1,canned beer
chinese,mexican,2,roll products newspapers
southern_us,italian,8,tropical fruit other vegetables whole milk butter yogurt soft cheese domestic eggs cling film/bags
indian,french,6,other vegetables whole milk yogurt sliced cheese cereals bottled water
chinese,southern_us,4,other vegetables zwieback soda chewing gum
chinese,cajun_creole,6,sugar bottled water soda fruit/vegetable juice salty snack popcorn
chinese,mexican,3,chicken root vegetables long life bakery product
italian,french,2,chicken coffee
mexican,french,14,meat chicken root vegetables other vegetables whole milk yogurt sliced cheese cream cheese roll products oil margarine artif. sweetener detergent shopping bags
mexican,british,2,rolls/buns bottled beer
russian,italian,11,root vegetables other vegetables whole milk butter whipped/sour cream soft cheese rolls/buns white bread margarine cocoa drinks flower (seeds)
mexican,chinese,1,newspapers
italian,russian,7,ham other vegetables curd whipped/sour cream soft cheese rolls/buns long life bakery product
italian,none,6,sausage other vegetables rolls/buns oil bottled beer red/blush wine
italian,southern_us,4,specialty cheese baking powder waffles chocolate
southern_us,moroccan,2,seasonal products shopping bags
mexican,chinese,1,newspapers
british,french,9,sausage other vegetables butter whipped/sour cream cream roll products oil white wine flower (seeds)
southern_us,italian,2,rolls/buns newspapers
indian,southern_us,2,whole milk soda
southern_us,italian,7,sausage meat rolls/buns soda fruit/vegetable juice male cosmetics shopping bags
french,italian,3,ice cream bottled water soda
southern_us,irish,7,chicken other vegetables rolls/buns margarine soda misc. beverages candy
southern_us,moroccan,1,shopping bags
italian,spanish,2,bottled water bottled beer
spanish,italian,2,root vegetables sparkling wine
italian,korean,9,sausage meat chicken pork other vegetables sliced cheese brown bread newspapers shopping bags
southern_us,italian,2,chicken newspapers
southern_us,vietnamese,11,ham pork citrus fruit tropical fruit root vegetables other vegetables yogurt frozen fish fruit/vegetable juice long life bakery product female sanitary products
filipino,brazilian,14,tropical fruit butter milk UHT-milk condensed milk brown bread sugar coffee bottled water soda fruit/vegetable juice syrup bottled beer house keeping products shopping bags
southern_us,italian,1,rolls/buns
italian,filipino,1,other vegetables
italian,mexican,22,sausage ham pork beef hamburger meat tropical fruit pip fruit berries other vegetables curd dessert yogurt sliced cheese spread cheese semi-finished bread canned vegetables bottled water misc. beverages syrup waffles chocolate seasonal products
italian,jamaican,3,berries waffles specialty chocolate
mexican,southern_us,3,frankfurter rolls/buns canned beer
russian,french,2,yogurt whipped/sour cream
italian,french,6,bottled water soda bottled beer waffles chocolate dishes
italian,indian,1,bottled water
jamaican,greek,1,berries
french,southern_us,5,pastry chocolate specialty bar candy seasonal products
southern_us,italian,5,citrus fruit tropical fruit pip fruit root vegetables rolls/buns
vietnamese,mexican,14,chicken root vegetables other vegetables whole milk butter yogurt specialty cheese domestic eggs pastry rice canned fish misc. beverages detergent house keeping products
indian,southern_us,10,sausage chicken other vegetables whole milk yogurt rolls/buns soda hygiene articles napkins shopping bags
mexican,southern_us,1,fruit/vegetable juice
mexican,chinese,1,beverages
french,southern_us,3,UHT-milk pastry margarine
mexican,southern_us,10,turkey tropical fruit grapes other vegetables whole milk curd yogurt processed cheese dog food potted plants
french,italian,3,white wine red/blush wine napkins
southern_us,russian,8,other vegetables whole milk cream cheese frozen meals rolls/buns brown bread bottled water newspapers
indian,greek,2,other vegetables yogurt
italian,southern_us,3,sausage organic products specialty chocolate
filipino,italian,2,liver loaf rolls/buns
french,italian,3,butter milk hard cheese instant coffee
southern_us,brazilian,1,pip fruit
mexican,cajun_creole,4,rolls/buns pickled vegetables specialty bar dental care
irish,indian,4,frankfurter whole milk pastry potato products
italian,british,4,frankfurter root vegetables other vegetables hard cheese
indian,southern_us,3,whole milk zwieback soda
indian,southern_us,2,frankfurter whole milk
irish,southern_us,3,dessert rolls/buns soda
indian,southern_us,2,other vegetables whole milk
chinese,mexican,2,oil hygiene articles
french,italian,1,red/blush wine
southern_us,italian,1,rolls/buns
italian,chinese,2,tropical fruit curd
vietnamese,indian,1,root vegetables
indian,greek,1,yogurt
italian,cajun_creole,2,sausage rolls/buns
italian,vietnamese,7,whole milk curd cream cheese cereals cat food coffee waffles
southern_us,greek,7,ham pip fruit root vegetables other vegetables yogurt rolls/buns baking powder
southern_us,mexican,3,domestic eggs rolls/buns margarine
irish,italian,3,tropical fruit other vegetables soda
italian,mexican,4,root vegetables butter milk cream cheese spread cheese
southern_us,italian,12,chicken tropical fruit pip fruit other vegetables packaged fruit/vegetables domestic eggs rolls/buns flour pasta dog food bottled water newspapers
mexican,vietnamese,7,pork beef other vegetables whole milk pickled vegetables long life bakery product specialty chocolate
french,brazilian,5,coffee soda fruit/vegetable juice waffles seasonal products
mexican,chinese,1,waffles
indian,none,1,butter
italian,french,3,sausage coffee shopping bags
vietnamese,british,3,other vegetables dessert sugar
southern_us,mexican,1,house keeping products
french,filipino,5,liver loaf root vegetables salty snack cake bar specialty chocolate
indian,southern_us,9,citrus fruit root vegetables whole milk butter milk processed cheese frozen vegetables mustard fruit/vegetable juice napkins
italian,indian,5,hamburger meat root vegetables whole milk pastry sweet spreads
italian,cajun_creole,1,sausage
italian,mexican,4,other vegetables rolls/buns fruit/vegetable juice cooking chocolate
french,italian,4,citrus fruit pip fruit ice cream bottled water
italian,southern_us,4,sausage brown bread salty snack chocolate
japanese,french,6,other vegetables rolls/buns sauces soda white wine newspapers
brazilian,filipino,3,ham butter condensed milk
southern_us,italian,3,tropical fruit rolls/buns bottled water
mexican,indian,2,napkins candles
indian,italian,3,whole milk yogurt chocolate
italian,filipino,1,brown bread
mexican,british,5,sausage domestic eggs zwieback fruit/vegetable juice newspapers
italian,french,2,hamburger meat pastry
indian,british,3,citrus fruit whole milk flour
mexican,chinese,1,beverages
chinese,mexican,1,frozen meals
british,french,3,beef other vegetables pastry
italian,mexican,2,sausage fruit/vegetable juice
brazilian,filipino,13,sausage chicken citrus fruit pip fruit yogurt condensed milk frozen vegetables domestic eggs rolls/buns pastry long life bakery product waffles newspapers
italian,mexican,4,hamburger meat pip fruit root vegetables other vegetables
italian,french,1,grapes
mexican,vietnamese,2,meat soda
russian,southern_us,4,other vegetables whole milk white bread soda
indian,french,8,pork root vegetables other vegetables whole milk cream cheese oil chocolate napkins
southern_us,italian,5,tropical fruit yogurt rolls/buns candy shopping bags
indian,brazilian,3,pip fruit frozen vegetables bottled water
italian,spanish,3,brown bread oil dishes
mexican,chinese,1,waffles
indian,southern_us,1,whole milk
indian,southern_us,1,whole milk
vietnamese,indian,1,root vegetables
russian,french,3,other vegetables whipped/sour cream rolls/buns
indian,vietnamese,6,pork beef tropical fruit other vegetables yogurt frozen vegetables
mexican,indian,1,pet care
italian,indian,1,bottled water
french,british,3,yogurt UHT-milk brandy
southern_us,irish,2,UHT-milk soda
mexican,french,1,canned beer
italian,cajun_creole,4,bottled water soda misc. beverages bottled beer
indian,french,3,citrus fruit whole milk pastry
indian,filipino,2,UHT-milk bottled water
indian,southern_us,3,whole milk domestic eggs specialty chocolate
mexican,chinese,15,chicken beef tropical fruit pip fruit root vegetables other vegetables whole milk domestic eggs pastry canned vegetables pickled vegetables coffee soda canned beer cookware
french,italian,3,citrus fruit bottled beer white wine
indian,russian,3,pork whole milk cake bar
french,italian,10,sausage other vegetables whole milk hard cheese frozen meals ice cream brown bread pastry salty snack shopping bags
irish,southern_us,6,citrus fruit tropical fruit pip fruit rolls/buns soda canned beer
italian,southern_us,4,beef other vegetables pasta Instant food products
british,greek,4,berries other vegetables yogurt whipped/sour cream
mexican,chinese,1,beverages
southern_us,moroccan,1,shopping bags
indian,southern_us,3,chicken whole milk white bread
